frame.number,frame.time_relative,ip.src,ip.dst,ip.proto,frame.len,tcp.flags
"391","0.802684000","192.168.2.15","192.168.1.3","6","60","0x0010"
"392","0.803979000","192.168.2.15","192.168.1.3","6","201","0x0018"
"393","0.804488000","192.168.1.3","192.168.2.15","6","383","0x0018"
"394","0.811945000","192.168.2.15","192.168.1.3","6","331","0x0018"
"395","0.812856000","192.168.1.3","192.168.2.15","6","383","0x0018"
"396","0.813615000","192.168.2.15","192.168.1.3","6","201","0x0018"
"397","0.814158000","192.168.1.3","192.168.2.15","6","405","0x0018"
"398","0.814251000","192.168.1.3","192.168.2.15","6","227","0x0018"
"399","0.814941000","192.168.2.15","192.168.1.3","6","60","0x0010"
"400","0.815569000","192.168.2.15","192.168.1.3","6","201","0x0018"
"401","0.816693000","192.168.1.3","192.168.2.15","6","383","0x0018"
"402","0.827462000","192.168.2.15","192.168.1.3","6","201","0x0018"
"403","0.847369000","192.168.1.3","192.168.2.15","6","383","0x0018"
"404","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"405","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"406","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"407","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"408","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"409","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"410","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"411","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"412","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"413","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"414","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"415","0.870031000","192.168.2.15","192.168.1.3","6","407","0x0018"
"416","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"417","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"418","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"419","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"420","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"421","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"422","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"423","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"424","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"425","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"426","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0018"
"427","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"428","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"429","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"430","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"431","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"432","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"433","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"434","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"435","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"436","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"437","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0018"
"438","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"439","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"440","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"441","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"442","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"443","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"444","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"445","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"446","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"447","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"448","0.870031000","192.168.2.15","192.168.1.3","6","1514","0x0018"
"449","0.870196000","192.168.1.3","192.168.2.15","6","54","0x0010"
"450","0.870297000","192.168.1.3","192.168.2.15","6","54","0x0010"
"451","0.870386000","192.168.2.15","192.168.1.3","6","1514","0x0010"
"452","0.870386000","192.168.2.15","192.168.1.3","6","1514","0x0018"
"453","0.870404000","192.168.1.3","192.168.2.15","6","54","0x0010"
"454","0.870629000","192.168.2.15","192.168.1.3","6","744","0x0018"
"455","0.870640000","192.168.1.3","192.168.2.15","6","54","0x0010"
"456","0.871514000","192.168.1.3","192.168.2.15","6","383","0x0018"
"457","0.872068000","192.168.2.15","192.168.1.3","6","201","0x0018"
"458","0.872485000","192.168.1.3","192.168.2.15","6","383","0x0018"
"459","0.872972000","192.168.2.15","192.168.1.3","6","201","0x0018"
"460","0.874170000","192.168.1.3","192.168.2.15","6","405","0x0018"
"461","0.874230000","192.168.1.3","192.168.2.15","6","307","0x0018"
"462","0.874734000","192.168.2.15","192.168.1.3","6","60","0x0010"
"463","0.875038000","192.168.2.15","192.168.1.3","6","201","0x0018"
"464","0.894356000","192.168.1.3","192.168.2.15","6","383","0x0018"
"465","0.895500000","192.168.2.15","192.168.1.3","6","201","0x0018"
"466","0.925474000","192.168.1.3","192.168.2.15","6","383","0x0018"
"467","0.926510000","192.168.2.15","192.168.1.3","6","201","0x0018"
"468","0.971502000","192.168.1.3","192.168.2.15","6","54","0x0010"
"469","0.972675000","192.168.1.3","192.168.2.15","6","383","0x0018"
"470","0.973650000","192.168.2.15","192.168.1.3","6","201","0x0018"
"471","1.018402000","192.168.1.3","192.168.2.15","6","54","0x0010"
"472","1.019142000","192.168.1.3","192.168.2.15","6","383","0x0018"
"473","1.020482000","192.168.2.15","192.168.1.3","6","201","0x0018"
"474","1.065243000","192.168.1.3","192.168.2.15","6","54","0x0010"
"475","1.082015000","192.168.1.3","192.168.2.15","6","383","0x0018"
"476","1.083300000","192.168.2.15","192.168.1.3","6","201","0x0018"
"477","1.127895000","192.168.1.3","192.168.2.15","6","54","0x0010"
"478","1.162325000","192.168.1.3","192.168.2.15","6","383","0x0018"
"479","1.163412000","192.168.2.15","192.168.1.3","6","201","0x0018"
"480","1.205985000","192.168.1.3","192.168.2.15","6","54","0x0010"
"481","1.239816000","192.168.1.3","192.168.2.15","6","383","0x0018"
"482","1.240856000","192.168.2.15","192.168.1.3","6","201","0x0018"
"483","1.283983000","192.168.1.3","192.168.2.15","6","54","0x0010"
"484","1.332991000","192.168.1.3","192.168.2.15","6","383","0x0018"
"485","1.333916000","192.168.2.15","192.168.1.3","6","201","0x0018"
"486","1.377751000","192.168.1.3","192.168.2.15","6","54","0x0010"
"487","1.425860000","192.168.1.3","192.168.2.15","6","383","0x0018"
"488","1.426942000","192.168.2.15","192.168.1.3","6","201","0x0018"
"489","1.471502000","192.168.1.3","192.168.2.15","6","54","0x0010"
"490","2.440952000","192.168.1.3","192.168.2.15","6","383","0x0018"
"491","2.441891000","192.168.2.15","192.168.1.3","6","201","0x0018"
"492","2.487194000","192.168.1.3","192.168.2.15","6","54","0x0010"
"493","3.550288000","192.168.1.3","192.168.2.15","6","383","0x0018"
"494","3.551359000","192.168.2.15","192.168.1.3","6","201","0x0018"
"495","3.596556000","192.168.1.3","192.168.2.15","6","54","0x0010"
"496","4.754990000","192.168.1.3","192.168.2.15","6","383","0x0018"
"497","4.755857000","192.168.2.15","192.168.1.3","6","201","0x0018"
"498","4.799678000","192.168.1.3","192.168.2.15","6","54","0x0010"
"499","6.065946000","192.168.1.3","192.168.2.15","6","383","0x0018"
"500","6.066919000","192.168.2.15","192.168.1.3","6","201","0x0018"
"501","6.112112000","192.168.1.3","192.168.2.15","6","54","0x0010"
"502","7.472505000","192.168.1.3","192.168.2.15","6","383","0x0018"
"503","7.473417000","192.168.2.15","192.168.1.3","6","201","0x0018"
"504","7.518379000","192.168.1.3","192.168.2.15","6","54","0x0010"
"505","8.987725000","192.168.1.3","192.168.2.15","6","383","0x0018"
"506","8.988618000","192.168.2.15","192.168.1.3","6","201","0x0018"
"507","9.034001000","192.168.1.3","192.168.2.15","6","54","0x0010"
"508","10.597486000","192.168.1.3","192.168.2.15","6","383","0x0018"
"509","10.598416000","192.168.2.15","192.168.1.3","6","201","0x0018"
"510","10.643394000","192.168.1.3","192.168.2.15","6","54","0x0010"
"511","12.313603000","192.168.1.3","192.168.2.15","6","383","0x0018"
"512","12.314633000","192.168.2.15","192.168.1.3","6","201","0x0018"
"513","12.359845000","192.168.1.3","192.168.2.15","6","54","0x0010"
"514","14.126224000","192.168.1.3","192.168.2.15","6","383","0x0018"
"515","14.127364000","192.168.2.15","192.168.1.3","6","201","0x0018"
"516","14.172314000","192.168.1.3","192.168.2.15","6","54","0x0010"
"517","16.032527000","192.168.1.3","192.168.2.15","6","383","0x0018"
"518","16.033499000","192.168.2.15","192.168.1.3","6","201","0x0018"
"519","16.078551000","192.168.1.3","192.168.2.15","6","54","0x0010"
"520","18.047950000","192.168.1.3","192.168.2.15","6","383","0x0018"
"521","18.048819000","192.168.2.15","192.168.1.3","6","201","0x0018"
"522","18.094176000","192.168.1.3","192.168.2.15","6","54","0x0010"
"523","20.157496000","192.168.1.3","192.168.2.15","6","383","0x0018"
"524","20.158525000","192.168.2.15","192.168.1.3","6","201","0x0018"
"525","20.203574000","192.168.1.3","192.168.2.15","6","54","0x0010"
"526","22.360683000","192.168.1.3","192.168.2.15","6","383","0x0018"
"527","22.361599000","192.168.2.15","192.168.1.3","6","201","0x0018"
"528","22.406672000","192.168.1.3","192.168.2.15","6","54","0x0010"
"529","24.673144000","192.168.1.3","192.168.2.15","6","383","0x0018"
"530","24.674040000","192.168.2.15","192.168.1.3","6","201","0x0018"
"531","24.719245000","192.168.1.3","192.168.2.15","6","54","0x0010"
"532","27.079235000","192.168.1.3","192.168.2.15","6","383","0x0018"
"533","27.080126000","192.168.2.15","192.168.1.3","6","201","0x0018"
"534","27.125469000","192.168.1.3","192.168.2.15","6","54","0x0010"
"535","29.595049000","192.168.1.3","192.168.2.15","6","383","0x0018"
"536","29.596083000","192.168.2.15","192.168.1.3","6","201","0x0018"
"537","29.641041000","192.168.1.3","192.168.2.15","6","54","0x0010"
"538","32.204838000","192.168.1.3","192.168.2.15","6","383","0x0018"
"539","32.205865000","192.168.2.15","192.168.1.3","6","201","0x0018"
"540","32.250407000","192.168.1.3","192.168.2.15","6","54","0x0010"
"541","34.907572000","192.168.1.3","192.168.2.15","6","383","0x0018"
"542","34.908394000","192.168.2.15","192.168.1.3","6","201","0x0018"
"543","34.953567000","192.168.1.3","192.168.2.15","6","54","0x0010"
"544","37.720293000","192.168.1.3","192.168.2.15","6","383","0x0018"
"545","37.721342000","192.168.2.15","192.168.1.3","6","201","0x0018"
"546","37.766062000","192.168.1.3","192.168.2.15","6","54","0x0010"
"547","40.626100000","192.168.1.3","192.168.2.15","6","383","0x0018"
"548","40.627004000","192.168.2.15","192.168.1.3","6","201","0x0018"
"549","40.672298000","192.168.1.3","192.168.2.15","6","54","0x0010"
"550","43.641765000","192.168.1.3","192.168.2.15","6","383","0x0018"
"551","43.642690000","192.168.2.15","192.168.1.3","6","201","0x0018"
"552","43.688080000","192.168.1.3","192.168.2.15","6","54","0x0010"
"553","46.751065000","192.168.1.3","192.168.2.15","6","383","0x0018"
"554","46.751955000","192.168.2.15","192.168.1.3","6","201","0x0018"
"555","46.797287000","192.168.1.3","192.168.2.15","6","54","0x0010"
"556","49.954290000","192.168.1.3","192.168.2.15","6","383","0x0018"
"557","49.955152000","192.168.2.15","192.168.1.3","6","201","0x0018"
"558","50.000458000","192.168.1.3","192.168.2.15","6","54","0x0010"
"559","53.266860000","192.168.1.3","192.168.2.15","6","383","0x0018"
"560","53.267756000","192.168.2.15","192.168.1.3","6","201","0x0018"
"561","53.313037000","192.168.1.3","192.168.2.15","6","54","0x0010"
"562","56.673308000","192.168.1.3","192.168.2.15","6","383","0x0018"
"563","56.674150000","192.168.2.15","192.168.1.3","6","201","0x0018"
"564","56.719208000","192.168.1.3","192.168.2.15","6","54","0x0010"
"565","60.188695000","192.168.1.3","192.168.2.15","6","383","0x0018"
"566","60.189607000","192.168.2.15","192.168.1.3","6","201","0x0018"
"567","60.234800000","192.168.1.3","192.168.2.15","6","54","0x0010"
"568","63.812623000","192.168.1.3","192.168.2.15","6","383","0x0018"
"569","63.813532000","192.168.2.15","192.168.1.3","6","201","0x0018"
"570","63.858753000","192.168.1.3","192.168.2.15","6","54","0x0010"
"571","67.515628000","192.168.1.3","192.168.2.15","6","383","0x0018"
"572","67.517654000","192.168.2.15","192.168.1.3","6","201","0x0018"
"573","67.561823000","192.168.1.3","192.168.2.15","6","54","0x0010"
"574","71.328189000","192.168.1.3","192.168.2.15","6","383","0x0018"
"575","71.329099000","192.168.2.15","192.168.1.3","6","201","0x0018"
"576","71.374343000","192.168.1.3","192.168.2.15","6","54","0x0010"
"577","75.234564000","192.168.1.3","192.168.2.15","6","383","0x0018"
"578","75.235623000","192.168.2.15","192.168.1.3","6","201","0x0018"
"579","75.280563000","192.168.1.3","192.168.2.15","6","54","0x0010"
"580","79.250265000","192.168.1.3","192.168.2.15","6","383","0x0018"
"581","79.251276000","192.168.2.15","192.168.1.3","6","201","0x0018"
"582","79.296306000","192.168.1.3","192.168.2.15","6","54","0x0010"
"583","83.359356000","192.168.1.3","192.168.2.15","6","383","0x0018"
"584","83.360250000","192.168.2.15","192.168.1.3","6","201","0x0018"
"585","83.405588000","192.168.1.3","192.168.2.15","6","54","0x0010"
"586","87.565068000","192.168.1.3","192.168.2.15","6","383","0x0018"
"587","87.566119000","192.168.2.15","192.168.1.3","6","201","0x0018"
"588","87.611260000","192.168.1.3","192.168.2.15","6","54","0x0010"
"589","91.869383000","192.168.1.3","192.168.2.15","6","383","0x0018"
"590","91.870282000","192.168.2.15","192.168.1.3","6","201","0x0018"
"591","91.915454000","192.168.1.3","192.168.2.15","6","54","0x0010"
"592","96.282544000","192.168.1.3","192.168.2.15","6","383","0x0018"
"593","96.283473000","192.168.2.15","192.168.1.3","6","201","0x0018"
"594","96.328723000","192.168.1.3","192.168.2.15","6","54","0x0010"
"595","100.798350000","192.168.1.3","192.168.2.15","6","383","0x0018"
"596","100.799349000","192.168.2.15","192.168.1.3","6","201","0x0018"
"597","100.844388000","192.168.1.3","192.168.2.15","6","54","0x0010"
"598","105.407473000","192.168.1.3","192.168.2.15","6","383","0x0018"
"599","105.408366000","192.168.2.15","192.168.1.3","6","201","0x0018"
"600","105.453764000","192.168.1.3","192.168.2.15","6","54","0x0010"
"601","110.110853000","192.168.1.3","192.168.2.15","6","383","0x0018"
"602","110.111766000","192.168.2.15","192.168.1.3","6","201","0x0018"
"603","110.156834000","192.168.1.3","192.168.2.15","6","54","0x0010"
"604","114.923596000","192.168.1.3","192.168.2.15","6","383","0x0018"
"605","114.924530000","192.168.2.15","192.168.1.3","6","201","0x0018"
"606","114.969409000","192.168.1.3","192.168.2.15","6","54","0x0010"
"607","119.829660000","192.168.1.3","192.168.2.15","6","383","0x0018"
"608","119.830599000","192.168.2.15","192.168.1.3","6","201","0x0018"
"609","119.875661000","192.168.1.3","192.168.2.15","6","54","0x0010"
"610","124.845160000","192.168.1.3","192.168.2.15","6","383","0x0018"
"611","124.846047000","192.168.2.15","192.168.1.3","6","315","0x0018"
"612","124.846690000","192.168.1.3","192.168.2.15","6","383","0x0018"
"613","124.847287000","192.168.2.15","192.168.1.3","6","201","0x0018"
"614","124.847778000","192.168.1.3","192.168.2.15","6","405","0x0018"
"615","124.847845000","192.168.1.3","192.168.2.15","6","259","0x0018"
"616","124.848315000","192.168.2.15","192.168.1.3","6","60","0x0010"
"617","124.848763000","192.168.2.15","192.168.1.3","6","201","0x0018"
"618","124.849326000","192.168.1.3","192.168.2.15","6","383","0x0018"
"619","124.850933000","192.168.2.15","192.168.1.3","6","201","0x0018"
"620","124.876403000","192.168.1.3","192.168.2.15","6","383","0x0018"
"621","124.877336000","192.168.2.15","192.168.1.3","6","201","0x0018"
"622","124.907463000","192.168.1.3","192.168.2.15","6","383","0x0018"
"623","124.908377000","192.168.2.15","192.168.1.3","6","201","0x0018"
"624","124.953773000","192.168.1.3","192.168.2.15","6","54","0x0010"
"625","124.955099000","192.168.1.3","192.168.2.15","6","383","0x0018"
"626","124.955970000","192.168.2.15","192.168.1.3","6","201","0x0018"
"627","125.000565000","192.168.1.3","192.168.2.15","6","54","0x0010"
"628","125.001160000","192.168.1.3","192.168.2.15","6","383","0x0018"
"629","125.001965000","192.168.2.15","192.168.1.3","6","201","0x0018"
"630","125.047452000","192.168.1.3","192.168.2.15","6","54","0x0010"
"631","125.063804000","192.168.1.3","192.168.2.15","6","383","0x0018"
"632","125.064792000","192.168.2.15","192.168.1.3","6","201","0x0018"
"633","125.109952000","192.168.1.3","192.168.2.15","6","54","0x0010"
"634","125.126449000","192.168.1.3","192.168.2.15","6","383","0x0018"
"635","125.127358000","192.168.2.15","192.168.1.3","6","201","0x0018"
"636","125.172513000","192.168.1.3","192.168.2.15","6","54","0x0010"
"637","125.204796000","192.168.1.3","192.168.2.15","6","383","0x0018"
"638","125.205837000","192.168.2.15","192.168.1.3","6","201","0x0018"
"639","125.250640000","192.168.1.3","192.168.2.15","6","54","0x0010"
"640","125.298024000","192.168.1.3","192.168.2.15","6","383","0x0018"
"641","125.298930000","192.168.2.15","192.168.1.3","6","201","0x0018"
"642","125.344338000","192.168.1.3","192.168.2.15","6","54","0x0010"
"643","125.392049000","192.168.1.3","192.168.2.15","6","383","0x0018"
"644","125.392982000","192.168.2.15","192.168.1.3","6","201","0x0018"
"645","125.438184000","192.168.1.3","192.168.2.15","6","54","0x0010"
"646","126.407647000","192.168.1.3","192.168.2.15","6","383","0x0018"
"647","126.408504000","192.168.2.15","192.168.1.3","6","201","0x0018"
"648","126.453817000","192.168.1.3","192.168.2.15","6","54","0x0010"
"649","127.517193000","192.168.1.3","192.168.2.15","6","383","0x0018"
"650","127.518072000","192.168.2.15","192.168.1.3","6","201","0x0018"
"651","127.563157000","192.168.1.3","192.168.2.15","6","54","0x0010"
"652","128.719962000","192.168.1.3","192.168.2.15","6","383","0x0018"
"653","128.720805000","192.168.2.15","192.168.1.3","6","201","0x0018"
"654","128.766269000","192.168.1.3","192.168.2.15","6","54","0x0010"
"655","130.032546000","192.168.1.3","192.168.2.15","6","383","0x0018"
"656","130.033528000","192.168.2.15","192.168.1.3","6","201","0x0018"
"657","130.078731000","192.168.1.3","192.168.2.15","6","54","0x0010"
"658","131.438697000","192.168.1.3","192.168.2.15","6","383","0x0018"
"659","131.439580000","192.168.2.15","192.168.1.3","6","201","0x0018"
"660","131.484984000","192.168.1.3","192.168.2.15","6","54","0x0010"
"661","132.954461000","192.168.1.3","192.168.2.15","6","383","0x0018"
"662","132.955316000","192.168.2.15","192.168.1.3","6","201","0x0018"
"663","133.000594000","192.168.1.3","192.168.2.15","6","54","0x0010"
"664","134.564608000","192.168.1.3","192.168.2.15","6","383","0x0018"
"665","134.565524000","192.168.2.15","192.168.1.3","6","201","0x0018"
"666","134.610063000","192.168.1.3","192.168.2.15","6","54","0x0010"
"667","136.266961000","192.168.1.3","192.168.2.15","6","383","0x0018"
"668","136.268153000","192.168.2.15","192.168.1.3","6","201","0x0018"
"669","136.313094000","192.168.1.3","192.168.2.15","6","54","0x0010"
"670","138.079373000","192.168.1.3","192.168.2.15","6","383","0x0018"
"671","138.080408000","192.168.2.15","192.168.1.3","6","201","0x0018"
"672","138.125573000","192.168.1.3","192.168.2.15","6","54","0x0010"
"673","139.985887000","192.168.1.3","192.168.2.15","6","383","0x0018"
"674","139.986836000","192.168.2.15","192.168.1.3","6","201","0x0018"
"675","140.031831000","192.168.1.3","192.168.2.15","6","54","0x0010"
"676","142.001505000","192.168.1.3","192.168.2.15","6","383","0x0018"
"677","142.002414000","192.168.2.15","192.168.1.3","6","315","0x0018"
"678","142.003164000","192.168.1.3","192.168.2.15","6","383","0x0018"
"679","142.003727000","192.168.2.15","192.168.1.3","6","201","0x0018"
"680","142.004290000","192.168.1.3","192.168.2.15","6","405","0x0018"
"681","142.004394000","192.168.1.3","192.168.2.15","6","339","0x0018"
"682","142.004733000","192.168.2.15","192.168.1.3","6","60","0x0010"
"683","142.005186000","192.168.2.15","192.168.1.3","6","201","0x0018"
"684","142.005651000","192.168.1.3","192.168.2.15","6","383","0x0018"
"685","142.006258000","192.168.2.15","192.168.1.3","6","315","0x0018"
"686","142.006759000","192.168.1.3","192.168.2.15","6","383","0x0018"
"687","142.007272000","192.168.2.15","192.168.1.3","6","201","0x0018"
"688","142.007728000","192.168.1.3","192.168.2.15","6","405","0x0018"
"689","142.007822000","192.168.1.3","192.168.2.15","6","275","0x0018"
"690","142.008179000","192.168.2.15","192.168.1.3","6","60","0x0010"
"691","142.008521000","192.168.2.15","192.168.1.3","6","201","0x0018"
"692","142.009034000","192.168.1.3","192.168.2.15","6","383","0x0018"
"693","142.009560000","192.168.2.15","192.168.1.3","6","315","0x0018"
"694","142.010105000","192.168.1.3","192.168.2.15","6","383","0x0018"
"695","142.010598000","192.168.2.15","192.168.1.3","6","201","0x0018"
"696","142.011098000","192.168.1.3","192.168.2.15","6","405","0x0018"
"697","142.011164000","192.168.1.3","192.168.2.15","6","259","0x0018"
"698","142.011488000","192.168.2.15","192.168.1.3","6","60","0x0010"
"699","142.011955000","192.168.2.15","192.168.1.3","6","201","0x0018"
"700","142.012407000","192.168.1.3","192.168.2.15","6","383","0x0018"
"701","142.016023000","192.168.2.15","192.168.1.3","6","201","0x0018"
"702","142.032485000","192.168.1.3","192.168.2.15","6","383","0x0018"
"703","142.033408000","192.168.2.15","192.168.1.3","6","201","0x0018"
"704","142.064026000","192.168.1.3","192.168.2.15","6","383","0x0018"
"705","142.064923000","192.168.2.15","192.168.1.3","6","201","0x0018"
"706","142.110007000","192.168.1.3","192.168.2.15","6","54","0x0010"
"707","142.110904000","192.168.1.3","192.168.2.15","6","383","0x0018"
"708","142.111732000","192.168.2.15","192.168.1.3","6","201","0x0018"
"709","142.156899000","192.168.1.3","192.168.2.15","6","54","0x0010"
"710","142.157818000","192.168.1.3","192.168.2.15","6","383","0x0018"
"711","142.158611000","192.168.2.15","192.168.1.3","6","201","0x0018"
"712","142.203739000","192.168.1.3","192.168.2.15","6","54","0x0010"
"713","142.220215000","192.168.1.3","192.168.2.15","6","383","0x0018"
"714","142.221105000","192.168.2.15","192.168.1.3","6","201","0x0018"
"715","142.266225000","192.168.1.3","192.168.2.15","6","54","0x0010"
"716","142.282803000","192.168.1.3","192.168.2.15","6","383","0x0018"
"717","142.283862000","192.168.2.15","192.168.1.3","6","201","0x0018"
"718","142.328793000","192.168.1.3","192.168.2.15","6","54","0x0010"
"719","142.360802000","192.168.1.3","192.168.2.15","6","383","0x0018"
"720","142.361706000","192.168.2.15","192.168.1.3","6","201","0x0018"
"721","142.406900000","192.168.1.3","192.168.2.15","6","54","0x0010"
"722","142.454474000","192.168.1.3","192.168.2.15","6","383","0x0018"
"723","142.455383000","192.168.2.15","192.168.1.3","6","201","0x0018"
"724","142.500616000","192.168.1.3","192.168.2.15","6","54","0x0010"
"725","142.548104000","192.168.1.3","192.168.2.15","6","383","0x0018"
"726","142.549014000","192.168.2.15","192.168.1.3","6","201","0x0018"
"727","142.594366000","192.168.1.3","192.168.2.15","6","54","0x0010"
"728","143.564021000","192.168.1.3","192.168.2.15","6","383","0x0018"
"729","143.565284000","192.168.2.15","192.168.1.3","6","201","0x0018"
"730","143.609963000","192.168.1.3","192.168.2.15","6","54","0x0010"
"731","144.673378000","192.168.1.3","192.168.2.15","6","383","0x0018"
"732","144.674395000","192.168.2.15","192.168.1.3","6","201","0x0018"
"733","144.719344000","192.168.1.3","192.168.2.15","6","54","0x0010"
"734","145.876452000","192.168.1.3","192.168.2.15","6","383","0x0018"
"735","145.877284000","192.168.2.15","192.168.1.3","6","201","0x0018"
"736","145.922461000","192.168.1.3","192.168.2.15","6","54","0x0010"
"737","147.188966000","192.168.1.3","192.168.2.15","6","383","0x0018"
"738","147.189877000","192.168.2.15","192.168.1.3","6","201","0x0018"
"739","147.234932000","192.168.1.3","192.168.2.15","6","54","0x0010"
"740","148.594928000","192.168.1.3","192.168.2.15","6","383","0x0018"
"741","148.595831000","192.168.2.15","192.168.1.3","6","201","0x0018"
"742","148.641205000","192.168.1.3","192.168.2.15","6","54","0x0010"
"743","150.110625000","192.168.1.3","192.168.2.15","6","383","0x0018"
"744","150.111985000","192.168.2.15","192.168.1.3","6","201","0x0018"
"745","150.156873000","192.168.1.3","192.168.2.15","6","54","0x0010"
"746","151.720064000","192.168.1.3","192.168.2.15","6","383","0x0018"
"747","151.720951000","192.168.2.15","192.168.1.3","6","201","0x0018"
"748","151.766226000","192.168.1.3","192.168.2.15","6","54","0x0010"
"749","153.423095000","192.168.1.3","192.168.2.15","6","383","0x0018"
"750","153.423994000","192.168.2.15","192.168.1.3","6","201","0x0018"
"751","153.469366000","192.168.1.3","192.168.2.15","6","54","0x0010"
"752","155.235695000","192.168.1.3","192.168.2.15","6","383","0x0018"
"753","155.237062000","192.168.2.15","192.168.1.3","6","201","0x0018"
"754","155.281824000","192.168.1.3","192.168.2.15","6","54","0x0010"
"755","157.142133000","192.168.1.3","192.168.2.15","6","383","0x0018"
"756","157.143106000","192.168.2.15","192.168.1.3","6","315","0x0018"
"757","157.143702000","192.168.1.3","192.168.2.15","6","383","0x0018"
"758","157.144264000","192.168.2.15","192.168.1.3","6","201","0x0018"
"759","157.144776000","192.168.1.3","192.168.2.15","6","405","0x0018"
"760","157.144843000","192.168.1.3","192.168.2.15","6","275","0x0018"
"761","157.145464000","192.168.2.15","192.168.1.3","6","60","0x0010"
"762","157.145835000","192.168.2.15","192.168.1.3","6","201","0x0018"
"763","157.146298000","192.168.1.3","192.168.2.15","6","383","0x0018"
"764","157.147792000","192.168.2.15","192.168.1.3","6","201","0x0018"
"765","157.173147000","192.168.1.3","192.168.2.15","6","383","0x0018"
"766","157.174064000","192.168.2.15","192.168.1.3","6","201","0x0018"
"767","157.204904000","192.168.1.3","192.168.2.15","6","383","0x0018"
"768","157.205743000","192.168.2.15","192.168.1.3","6","201","0x0018"
"769","157.250717000","192.168.1.3","192.168.2.15","6","54","0x0010"
"770","157.251865000","192.168.1.3","192.168.2.15","6","383","0x0018"
"771","157.252889000","192.168.2.15","192.168.1.3","6","201","0x0018"
"772","157.297452000","192.168.1.3","192.168.2.15","6","54","0x0010"
"773","157.298074000","192.168.1.3","192.168.2.15","6","383","0x0018"
"774","157.298911000","192.168.2.15","192.168.1.3","6","201","0x0018"
"775","157.344378000","192.168.1.3","192.168.2.15","6","54","0x0010"
"776","157.360565000","192.168.1.3","192.168.2.15","6","383","0x0018"
"777","157.361428000","192.168.2.15","192.168.1.3","6","201","0x0018"
"778","157.406827000","192.168.1.3","192.168.2.15","6","54","0x0010"
"779","157.423396000","192.168.1.3","192.168.2.15","6","383","0x0018"
"780","157.424375000","192.168.2.15","192.168.1.3","6","201","0x0018"
"781","157.469340000","192.168.1.3","192.168.2.15","6","54","0x0010"
"782","157.501262000","192.168.1.3","192.168.2.15","6","383","0x0018"
"783","157.502196000","192.168.2.15","192.168.1.3","6","201","0x0018"
"784","157.547501000","192.168.1.3","192.168.2.15","6","54","0x0010"
"785","157.595020000","192.168.1.3","192.168.2.15","6","383","0x0018"
"786","157.595924000","192.168.2.15","192.168.1.3","6","201","0x0018"
"787","157.641190000","192.168.1.3","192.168.2.15","6","54","0x0010"
